\\ K2 Targets - Campaign 3
\\ EPIC ID = K2 Ecliptic Plane Input Catalog ID
\\ RA, Dec = Coordinates (J2000)
\\ Mag_Kep = Kepler magnitude
\\ Mag_Ks = Ks magnitude
\\ Num_plan = Number of confirmed planets
\\ Poss_pc = Possible planetary candidate
\\ Num_spec = Number of spectroscopy observations
\\ Num_img = Number of imaging observations
\\ Last Mod = Last modified date

EPIC ID,RA,Dec,Mag_Kep,Mag_Ks,Num_plan,Poss_pc,Num_spec,Num_img,Last Mod
205908698,22:31:23.94,-17:51:33.87,16.202,12.901,0,,0,0,2016-12-19 12:00:00
205908750,22:13:34.09,-17:51:27.71,11.638,9.490,0,,0,0,2016-12-19 12:00:00
205908754,22:30:22.06,-17:51:26.61,13.992,11.069,0,,0,0,2016-12-19 12:00:00
205908778,22:13:54.71,-17:51:23.71,12.216,10.616,0,,0,0,2016-12-19 12:00:00
205908818,22:14:40.49,-17:51:18.76,12.955,11.479,0,,0,0,2016-12-19 12:00:00
205908960,22:14:13.06,-17:50:59.35,18.349,14.686,0,,0,0,2016-12-19 12:00:00
205908988,22:25:37.4,-17:50:55.81,12.885,11.189,0,,0,0,2016-12-19 12:00:00
205909085,22:31:11.14,-17:50:41.35,13.731,11.733,0,,0,0,2016-12-19 12:00:00
205909110,22:32:12.03,-17:50:37.77,15.563,12.820,0,,0,0,2016-12-19 12:00:00
205909135,22:34:24.07,-17:50:33.4,12.250,9.912,0,,0,0,2016-12-19 12:00:00
205909275,22:13:42.33,-17:50:10.65,16.170,13.168,0,,0,0,2016-12-19 12:00:00
205909307,22:34:33.44,-17:50:06.44,14.621,11.584,0,,0,0,2016-12-19 12:00:00
205909334,22:13:19.5,-17:50:03.12,12.930,11.712,0,,0,0,2016-12-19 12:00:00
205909377,22:35:45.16,-17:49:58.16,13.331,10.332,0,,0,0,2016-12-19 12:00:00
205909389,22:35:53.34,-17:49:56.6,12.147,9.983,0,,0,0,2016-12-19 12:00:00
205909417,22:15:14.93,-17:49:53.49,10.340,7.906,0,,0,0,2016-12-19 12:00:00
205909422,22:33:41.12,-17:49:53.16,10.566,9.624,0,,0,0,2016-12-19 12:00:00
205909472,22:12:52.19,-17:49:43.58,16.730,13.776,0,,0,0,2016-12-19 12:00:00
205909728,22:35:20.53,-17:49:08.21,9.822,8.792,0,,0,0,2016-12-19 12:00:00
205909751,22:31:20.6,-17:49:04.9,17.957,,0,,0,0,2016-12-19 12:00:00
205909878,22:30:19.31,-17:48:43.7,12.304,10.702,0,,0,0,2016-12-19 12:00:00
205909993,22:34:52.98,-17:48:25.95,12.345,10.957,0,,0,0,2016-12-19 12:00:00
205910035,22:14:43.3,-17:48:19.88,12.141,10.294,0,,0,0,2016-12-19 12:00:00
205910155,22:15:22.13,-17:48:04.19,18.437,,0,,0,0,2016-12-19 12:00:00
205910305,22:33:41.04,-17:47:41.13,12.187,10.708,0,,0,0,2016-12-19 12:00:00
205910324,22:14:26.99,-17:47:37.99,15.707,12.297,0,,0,0,2016-12-19 12:00:00
205910327,22:33:20.63,-17:47:37.58,17.892,14.458,0,,0,0,2016-12-19 12:00:00
205910447,22:30:38.55,-17:47:19.99,13.041,9.996,0,,0,0,2016-12-19 12:00:00
205910513,22:15:29.43,-17:47:09.29,18.368,15.523,0,,0,0,2016-12-19 12:00:00
205910609,22:15:05.29,-17:46:54.25,12.106,10.861,0,,0,0,2016-12-19 12:00:00
205910644,22:33:01.52,-17:46:49.09,14.522,11.404,0,,0,0,2016-12-19 12:00:00
205910729,22:36:30.01,-17:46:37.75,11.046,8.543,0,,0,0,2016-12-19 12:00:00
205910757,22:31:53.22,-17:46:33.16,13.796,11.022,0,,0,0,2016-12-19 12:00:00
205910781,22:13:45.68,-17:46:29.12,16.953,14.318,0,,0,0,2016-12-19 12:00:00
205910788,22:32:02.09,-17:46:27.42,16.961,14.166,0,,0,0,2016-12-19 12:00:00
205910796,22:13:50.45,-17:46:25.82,15.048,11.880,0,,0,0,2016-12-19 12:00:00
205910823,22:33:22.02,-17:46:22.18,8.040,5.612,0,,0,0,2016-12-19 12:00:00
205910844,22:31:39.02,-17:46:19.03,14.035,11.283,0,,0,0,2016-12-19 12:00:00
205910862,22:14:57.57,-17:46:16.11,12.648,10.521,0,,0,0,2016-12-19 12:00:00
205910913,22:27:46.85,-17:46:07.62,12.132,10.852,0,,0,0,2016-12-19 12:00:00
205910971,22:15:45.34,-17:45:59.66,12.739,11.399,0,,0,0,2016-12-19 12:00:00
205910991,22:32:43.93,-17:45:56.96,12.834,10.950,0,,0,0,2016-12-19 12:00:00
205911030,22:32:28.4,-17:45:50.78,14.098,10.980,0,,0,0,2016-12-19 12:00:00
205911091,22:36:47.64,-17:45:41.86,18.235,15.534,0,,0,0,2016-03-10 14:56:53
205911100,22:12:55.52,-17:45:40.84,14.875,11.895,0,,0,0,2016-12-19 12:00:00
205911124,22:32:14.08,-17:45:37.82,12.932,11.656,0,,0,0,2016-12-19 12:00:00
205911178,22:13:25.68,-17:45:29.94,11.452,10.236,0,,0,0,2016-12-19 12:00:00
205911187,22:34:55.51,-17:45:28.02,10.886,9.377,0,,0,0,2016-12-19 12:00:00
205911202,22:36:10.61,-17:45:26.45,15.890,13.072,0,,0,0,2016-12-19 12:00:00
205911237,22:33:38.29,-17:45:22.73,18.094,,0,,0,0,2016-12-19 12:00:00
205911287,22:36:50.43,-17:45:15.16,15.316,12.463,0,,0,0,2016-12-19 12:00:00
205911407,22:33:01.3,-17:44:56.31,16.278,13.830,0,,0,0,2016-12-19 12:00:00
205911443,22:31:45.99,-17:44:51.86,12.491,9.340,0,,0,0,2016-12-19 12:00:00
205911488,22:36:39.4,-17:44:45.03,15.163,12.196,0,,0,0,2016-12-19 12:00:00
205911491,22:28:50.9,-17:44:44.76,9.424,7.598,0,,0,0,2016-12-19 12:00:00
205911505,22:31:46.03,-17:44:43.31,11.958,11.206,0,,0,0,2016-12-19 12:00:00
205911536,22:33:39.54,-17:44:38.68,15.237,12.643,0,,0,0,2016-12-19 12:00:00
205911733,22:15:31.67,-17:44:08.31,17.793,14.150,0,,0,0,2016-12-19 12:00:00
205911734,22:14:11.34,-17:44:08.19,13.249,11.602,0,,0,0,2016-12-19 12:00:00
205911796,22:35:24.95,-17:43:59.39,14.210,11.343,0,,0,0,2016-12-19 12:00:00
205911821,22:13:54.99,-17:43:57.02,11.579,10.209,0,,0,0,2016-12-19 12:00:00
205911851,22:32:41.18,-17:43:51.64,12.964,11.506,0,,0,0,2016-12-19 12:00:00
205911872,22:13:55.69,-17:43:49.06,14.064,11.910,0,,0,0,2016-12-19 12:00:00
205911960,22:35:48.82,-17:43:34.23,15.448,12.442,0,,0,0,2016-12-19 12:00:00
205912016,22:30:10.55,-17:43:24.96,16.263,13.751,0,,0,0,2016-12-19 12:00:00
205912027,22:31:21.23,-17:43:23.37,15.873,12.759,0,,0,0,2016-12-19 12:00:00
205912028,22:16:05.95,-17:43:23.31,12.506,10.745,0,,0,0,2016-12-19 12:00:00
205912120,22:12:24.88,-17:43:09.9,14.084,,0,,0,0,2016-12-19 12:00:00
205912176,22:35:49.89,-17:43:03,13.909,10.799,0,,0,0,2016-12-19 12:00:00
205912229,22:12:21.39,-17:42:56.34,14.304,11.484,0,,0,0,2016-12-19 12:00:00
205912245,22:31:59.74,-17:42:54.41,13.459,11.582,0,,0,0,2016-12-19 12:00:00
205912367,22:14:20.96,-17:42:37.27,16.568,13.312,0,,0,0,2016-12-19 12:00:00
205912386,22:30:12.71,-17:42:35.15,14.990,11.997,0,,0,0,2016-12-19 12:00:00
205912408,22:37:03.74,-17:42:32.43,13.353,10.333,0,,0,0,2016-12-19 12:00:00
205912424,22:31:38.85,-17:42:31.17,13.069,11.487,0,,0,0,2016-12-19 12:00:00
205912560,22:14:46.05,-17:42:14.54,15.398,12.260,0,,0,0,2016-12-19 12:00:00
205912715,22:15:35.12,-17:41:52.97,13.189,10.844,0,,0,0,2016-12-19 12:00:00
205912731,22:12:41.05,-17:41:50.56,12.462,11.133,0,,0,0,2016-12-19 12:00:00
205912859,22:29:31.77,-17:41:31.21,13.220,11.278,0,,0,0,2016-12-19 12:00:00
205912866,22:34:16.71,-17:41:29.91,12.544,11.141,0,,0,0,2016-12-19 12:00:00
205912889,22:29:53.15,-17:41:26.2,12.426,11.180,0,,0,0,2016-12-19 12:00:00
205912898,22:29:58.89,-17:41:24.43,13.345,10.813,0,,0,0,2016-12-19 12:00:00
205912929,22:16:01.52,-17:41:20.15,11.907,10.431,0,,0,0,2016-12-19 12:00:00
205912982,22:37:06.75,-17:41:13.04,12.622,11.315,0,,0,0,2016-12-19 12:00:00
205913009,22:13:42.84,-17:41:08.42,12.250,8.115,0,,0,0,2016-12-19 12:00:00
205913099,22:33:06.89,-17:40:56.41,12.756,10.650,0,,0,0,2016-12-19 12:00:00
205913245,22:27:01.24,-17:40:35.27,12.655,10.726,0,,0,0,2016-12-19 12:00:00
205913285,22:14:24.79,-17:40:28.51,13.609,11.762,0,,0,0,2016-12-19 12:00:00
205913308,22:13:10.95,-17:40:25.41,12.378,9.986,0,,0,0,2016-12-19 12:00:00
205913366,22:12:54.74,-17:40:17.83,11.655,10.205,0,,0,0,2016-12-19 12:00:00
205913369,22:14:36.41,-17:40:17.26,11.782,10.170,0,,0,0,2016-12-19 12:00:00
205913615,22:32:09.74,-17:39:40.08,17.761,15.163,0,,0,0,2016-12-19 12:00:00
205913731,22:35:20.04,-17:39:25.44,12.561,10.146,0,,0,0,2016-12-19 12:00:00
205913735,22:27:34.46,-17:39:24.36,16.426,13.538,0,,0,0,2016-12-19 12:00:00
205913826,22:29:27.03,-17:39:11.51,15.810,13.019,0,,0,0,2016-12-19 12:00:00
205913863,22:15:12.08,-17:39:06.16,13.840,11.012,0,,0,0,2016-12-19 12:00:00
205913955,22:35:25.44,-17:38:53.88,13.857,11.538,0,,0,0,2016-12-19 12:00:00
205913992,22:24:55.4,-17:38:48.72,12.586,11.433,0,,0,0,2016-12-19 12:00:00
205914001,22:32:08.56,-17:38:47.46,9.367,6.841,0,,0,0,2016-12-19 12:00:00
205914012,22:13:31.6,-17:38:46.33,12.707,11.363,0,,0,0,2016-12-19 12:00:00
205914038,22:15:25.38,-17:38:43.15,13.506,11.533,0,,0,0,2016-12-19 12:00:00
205914052,22:34:33.49,-17:38:41.05,12.064,10.188,0,,0,0,2016-12-19 12:00:00
205914127,22:28:15.73,-17:38:31.18,13.314,11.735,0,,0,0,2016-12-19 12:00:00
205914213,22:36:39.55,-17:38:18.46,12.734,10.709,0,,0,0,2016-12-19 12:00:00
205914320,22:13:37.79,-17:38:04.33,15.164,12.290,0,,0,0,2016-12-19 12:00:00
205914433,22:32:42.15,-17:37:50.17,14.712,11.688,0,,0,0,2016-12-19 12:00:00
205914539,22:32:55.94,-17:37:33.25,13.371,11.759,0,,0,0,2016-12-19 12:00:00
205914551,22:29:53.61,-17:37:31.4,15.718,12.563,0,,0,0,2016-12-19 12:00:00
205914589,22:28:41.15,-17:37:25.85,14.026,11.461,0,,0,0,2016-12-19 12:00:00
