\\ K2 Targets - Campaign 2
\\ EPIC ID = K2 Ecliptic Plane Input Catalog ID
\\ RA, Dec = Coordinates (J2000)
\\ Mag_Kep = Kepler magnitude
\\ Mag_Ks = Ks magnitude
\\ Num_plan = Number of confirmed planets
\\ Poss_pc = Possible planetary candidate
\\ Num_spec = Number of spectroscopy observations
\\ Num_img = Number of imaging observations
\\ Last Mod = Last modified date

EPIC ID,RA,Dec,Mag_Kep,Mag_Ks,Num_plan,Poss_pc,Num_spec,Num_img,Last Mod
203330380,16:17:07.61,-26:29:41.65,11.265,8.811,0,,0,0,2016-12-19 12:00:00
203332101,16:02:30.01,-26:29:22.52,14.858,11.521,0,,0,0,2016-12-19 12:00:00
203332517,16:05:04.06,-26:29:17.77,11.938,10.380,0,,0,0,2016-12-19 12:00:00
203332710,16:12:17.57,-26:29:15.57,12.574,10.333,0,,0,0,2016-12-19 12:00:00
203332790,16:03:12.1,-26:29:14.56,13.617,10.463,0,,0,0,2016-12-19 12:00:00
203333382,16:11:19.39,-26:29:07.99,12.543,10.691,0,,0,0,2016-12-19 12:00:00
203333411,16:04:40.22,-26:29:07.75,9.285,8.134,0,,0,0,2016-12-19 12:00:00
203334110,16:13:19.27,-26:28:59.98,14.375,11.356,0,,0,0,2016-12-19 12:00:00
203334789,16:16:30.57,-26:28:52.51,15.724,12.214,0,,0,0,2016-12-19 12:00:00
203335343,16:12:14.57,-26:28:46.06,9.148,7.482,0,,0,0,2016-12-19 12:00:00
203336679,16:02:16.42,-26:28:30.22,12.399,10.499,0,,0,0,2016-12-19 12:00:00
203336734,16:18:06.16,-26:28:29.79,14.072,11.540,0,,0,0,2016-12-19 12:00:00
203336842,15:56:25.26,-26:28:28.58,13.645,10.336,0,,0,0,2016-12-19 12:00:00
203337149,16:13:06.29,-26:28:25.18,11.288,8.068,0,,0,0,2016-12-19 12:00:00
203337814,16:16:47.56,-26:28:17.9,14.840,11.685,0,,0,0,2016-12-19 12:00:00
203338172,16:11:24.69,-26:28:13.84,8.693,5.858,0,,0,0,2016-12-19 12:00:00
203338523,16:21:27.98,-26:28:09.98,14.234,11.882,0,,0,0,2016-12-19 12:00:00
203339033,16:00:58.74,-26:28:04.44,12.483,11.157,0,,0,0,2016-12-19 12:00:00
203339114,16:22:10.72,-26:28:03.59,10.885,9.398,0,,0,0,2016-12-19 12:00:00
203340209,16:13:33.37,-26:27:51.18,11.185,8.457,0,,0,0,2016-12-19 12:00:00
203340815,16:01:00.07,-26:27:44.72,11.747,10.043,0,,0,0,2016-12-19 12:00:00
203341315,15:59:54.65,-26:27:39.4,15.178,11.986,0,,0,0,2016-12-19 12:00:00
203341481,16:00:57.53,-26:27:37.62,10.973,9.493,0,,0,0,2016-12-19 12:00:00
203341895,16:03:25.98,-26:27:32.19,14.083,10.771,0,,0,0,2016-12-19 12:00:00
203342257,16:15:27.51,-26:27:28.11,13.601,11.168,0,,0,0,2016-12-19 12:00:00
203343161,16:24:55.88,-26:27:18.1,13.586,11.165,0,,0,0,2016-12-19 12:00:00
203343276,16:24:14.7,-26:27:16.77,12.833,9.950,0,,0,0,2016-12-19 12:00:00
203343312,16:12:31.55,-26:27:16.56,13.800,11.071,0,,0,0,2016-12-19 12:00:00
203344603,16:24:11.99,-26:27:01.8,16.830,14.993,0,,0,0,2016-12-19 12:00:00
203345497,16:16:38.68,-26:26:51.46,12.088,9.776,0,,0,0,2016-12-19 12:00:00
203346577,16:12:35.3,-26:26:39.39,12.836,10.566,0,,0,0,2016-12-19 12:00:00
203346776,16:16:39.92,-26:26:37.35,12.017,10.213,0,,0,0,2016-12-19 12:00:00
203346945,16:17:35.35,-26:26:35.89,15.231,11.746,0,,0,0,2016-12-19 12:00:00
203347164,15:56:39.22,-26:26:33.74,16.049,12.671,0,,0,0,2016-12-19 12:00:00
203348048,16:09:45.78,-26:26:23.91,8.740,7.643,0,,0,0,2016-12-19 12:00:00
203348270,16:03:01.77,-26:26:21.92,13.079,9.694,0,,0,0,2016-12-19 12:00:00
203348744,16:03:02.36,-26:26:16.37,14.614,12.154,0,,0,0,2016-12-19 12:00:00
203349840,16:12:04.74,-26:26:04.28,12.201,10.352,0,,0,0,2016-12-19 12:00:00
203350267,16:26:28.99,-26:25:59.98,12.439,9.836,0,,0,0,2016-12-19 12:00:00
203351697,16:25:07.45,-26:25:44.07,12.941,11.244,0,,0,0,2016-12-19 12:00:00
203351813,16:03:55.66,-26:25:42.95,12.036,10.309,0,,0,0,2016-12-19 12:00:00
203351839,16:07:43.56,-26:25:42.64,12.571,11.088,0,,0,0,2016-12-19 12:00:00
203352157,16:16:45.73,-26:25:38.9,15.213,12.360,0,,0,0,2016-12-19 12:00:00
203352209,16:12:16.07,-26:25:38.52,14.327,11.063,0,,0,0,2016-12-19 12:00:00
203352336,16:24:07.08,-26:25:37.12,17.191,14.609,0,,0,0,2016-12-19 12:00:00
203352471,16:03:50.76,-26:25:35.79,15.107,14.190,0,,0,0,2016-12-19 12:00:00
203353598,16:13:27.93,-26:25:24.15,13.298,9.632,0,,0,0,2016-12-19 12:00:00
203353634,16:02:47.15,-26:25:23.66,12.033,6.346,0,,0,0,2016-12-19 12:00:00
203353650,16:24:05.92,-26:25:23.53,11.864,10.097,0,,0,0,2016-12-19 12:00:00
203354044,16:24:44.07,-26:25:19.29,12.383,11.124,0,,0,0,2016-12-19 12:00:00
203354308,16:01:39.75,-26:25:15.91,10.495,7.178,0,,0,0,2016-12-19 12:00:00
203354381,16:26:27.86,-26:25:15.13,13.386,9.845,0,,0,0,2016-12-19 12:00:00
203354456,16:22:33.71,-26:25:14.2,12.201,10.751,0,,0,0,2016-12-19 12:00:00
203354523,16:24:44.26,-26:25:13.66,12.383,11.422,0,,0,0,2016-12-19 12:00:00
203355499,16:03:44.13,-26:25:02.31,11.860,5.501,0,,0,0,2016-12-19 12:00:00
203356099,16:24:08.6,-26:24:55.06,11.339,8.461,0,,0,0,2016-12-19 12:00:00
203356431,16:05:12.43,-26:24:51.38,16.471,13.144,0,,0,0,2016-12-19 12:00:00
203356734,16:13:49.32,-26:24:47.41,13.876,11.257,0,,0,0,2016-12-19 12:00:00
203356747,16:13:53.55,-26:24:47.24,13.791,10.664,0,,0,0,2016-12-19 12:00:00
203356808,16:22:33.64,-26:24:46.63,13.465,11.125,0,,0,0,2016-12-19 12:00:00
203356927,16:26:27.71,-26:24:45.06,12.433,10.283,0,,0,0,2016-12-19 12:00:00
203357613,16:17:20.83,-26:24:36.74,12.571,9.585,0,,0,0,2016-12-19 12:00:00
203357686,16:17:08.86,-26:24:35.92,15.467,11.944,0,,0,0,2016-12-19 12:00:00
203357981,16:12:03.01,-26:24:32.47,13.842,11.377,0,,0,0,2016-12-19 12:00:00
203358155,16:24:06.31,-26:24:30.16,16.454,14.322,0,,0,0,2016-12-19 12:00:00
203358493,15:58:24.57,-26:24:26.15,12.455,10.458,0,,0,0,2016-12-19 12:00:00
203358855,16:25:55.2,-26:24:22.08,12.525,10.801,0,,0,0,2016-12-19 12:00:00
203359954,16:25:55.56,-26:24:09.37,11.879,10.259,0,,0,0,2016-12-19 12:00:00
203360056,16:25:21.53,-26:24:08.09,14.757,11.602,0,,0,0,2016-12-19 12:00:00
203360428,16:24:03.01,-26:24:03.42,10.192,6.441,0,,0,0,2016-12-19 12:00:00
203360843,16:13:41.16,-26:23:58.23,13.172,10.750,0,,0,0,2016-12-19 12:00:00
203361171,15:56:02.98,-26:23:54.79,11.924,10.125,0,,0,0,2016-12-19 12:00:00
203361837,15:58:06.95,-26:23:46.7,13.584,10.162,0,,0,0,2016-12-19 12:00:00
203361846,16:15:57.98,-26:23:46.65,13.114,9.168,0,,0,0,2016-12-19 12:00:00
203361909,16:24:49.82,-26:23:45.9,10.696,7.251,0,,0,0,2016-12-19 12:00:00
203362153,16:13:50.25,-26:23:43.19,13.668,10.508,0,,0,0,2016-12-19 12:00:00
203362169,16:23:04.38,-26:23:43.07,11.229,7.782,0,,0,0,2016-12-19 12:00:00
203362293,16:09:30.23,-26:23:41.64,15.946,12.490,0,,0,0,2016-12-19 12:00:00
203362378,16:03:58.07,-26:23:40.66,12.174,11.237,0,,0,0,2016-12-19 12:00:00
203362947,16:12:43.59,-26:23:33.93,12.409,9.434,0,,0,0,2016-12-19 12:00:00
203363279,16:00:42.65,-26:23:29.6,9.226,7.716,0,,0,0,2016-12-19 12:00:00
203363721,16:09:58.41,-26:23:24.28,12.135,10.498,0,,0,0,2016-12-19 12:00:00
203363841,16:13:05.92,-26:23:22.78,13.721,10.212,0,,0,0,2016-12-19 12:00:00
203364835,16:04:19.49,-26:23:11.02,11.832,10.042,0,,0,0,2016-12-19 12:00:00
203365065,15:57:53.46,-26:23:08.41,12.686,9.772,0,,0,0,2016-12-19 12:00:00
203365630,16:16:54.43,-26:23:01.96,14.001,10.527,0,,0,0,2016-12-19 12:00:00
203365890,16:26:32.76,-26:22:59,13.967,10.490,0,,0,0,2016-12-19 12:00:00
203366162,16:23:57.72,-26:22:55.82,11.694,8.822,0,,0,0,2016-12-19 12:00:00
203366549,16:24:04.85,-26:22:50.83,13.927,11.876,0,,0,0,2016-12-19 12:00:00
203366832,15:58:48.14,-26:22:47.36,11.288,9.828,0,,0,0,2016-12-19 12:00:00
203366881,16:12:47.75,-26:22:46.71,13.640,10.392,0,,0,0,2016-12-19 12:00:00
203366949,16:23:28.47,-26:22:45.93,16.763,14.418,0,,0,0,2016-12-19 12:00:00
203367145,15:58:41.61,-26:22:43.4,10.397,7.732,0,,0,0,2016-12-19 12:00:00
203368040,16:24:10.43,-26:22:33.12,10.945,9.345,0,,0,0,2016-12-19 12:00:00
203368779,16:23:53.21,-26:22:24.36,12.400,10.823,0,,0,0,2016-12-19 12:00:00
203368832,16:23:26.24,-26:22:23.68,16.172,14.053,0,,0,0,2016-12-19 12:00:00
203368857,16:18:17.92,-26:22:23.46,12.190,9.263,0,,0,0,2016-12-19 12:00:00
203369093,16:13:43.08,-26:22:20.85,12.077,8.015,0,,0,0,2016-12-19 12:00:00
203369334,16:02:27.79,-26:22:18.02,12.457,6.970,0,,0,0,2016-12-19 12:00:00
203369443,16:23:22.72,-26:22:16.82,9.580,8.042,0,,0,0,2016-12-19 12:00:00
203369479,16:23:22.93,-26:22:16.39,9.509,7.915,0,,0,0,2016-12-19 12:00:00
203369778,16:24:01.98,-26:22:13.07,13.077,11.272,0,,0,0,2016-12-19 12:00:00
203370063,16:23:38.94,-26:22:09.48,13.019,10.052,0,,0,0,2016-12-19 12:00:00
203370081,16:15:36.43,-26:22:09.2,13.763,10.239,0,,0,0,2016-12-19 12:00:00
203370818,16:25:41.96,-26:22:00.52,12.152,9.462,0,,0,0,2016-12-19 12:00:00
203370935,16:17:55.59,-26:21:59.18,14.758,12.176,0,,0,0,2016-12-19 12:00:00
203371236,16:12:45.62,-26:21:55.85,9.330,7.730,0,,0,0,2016-12-19 12:00:00
203371239,16:16:39.38,-26:21:55.79,11.740,9.640,0,,0,0,2016-12-19 12:00:00
203372256,16:22:05.55,-26:21:43.12,13.143,11.333,0,,0,0,2016-12-19 12:00:00
203372681,16:13:10.36,-26:21:37.87,12.777,9.538,0,,0,0,2016-12-19 12:00:00
203372915,16:23:58.23,-26:21:35.11,13.092,11.074,0,,0,0,2016-12-19 12:00:00
203373014,16:11:11.93,-26:21:34.02,12.646,9.247,0,,0,0,2016-12-19 12:00:00
203375909,16:14:46.98,-26:20:59.55,14.413,11.179,0,,0,0,2016-12-19 12:00:00
203376043,16:24:33.33,-26:20:57.98,12.719,10.803,0,,0,0,2016-12-19 12:00:00
203376082,15:56:29.95,-26:20:57.45,12.144,10.105,0,,0,0,2016-12-19 12:00:00
203376221,16:11:47.62,-26:20:55.81,12.462,9.055,0,,0,0,2016-12-19 12:00:00
203376548,16:11:33.91,-26:20:51.64,13.882,10.968,0,,0,0,2016-12-19 12:00:00
203376671,16:09:43.52,-26:20:50.12,11.018,9.206,0,,0,0,2016-12-19 12:00:00
203377650,16:16:52.25,-26:20:38.72,14.870,12.400,0,,0,0,2016-12-19 12:00:00
203377712,16:05:08.77,-26:20:38.01,13.978,11.059,0,,0,0,2016-12-19 12:00:00
203378057,16:23:32.87,-26:20:34.27,14.032,11.677,0,,0,0,2016-12-19 12:00:00
203378082,16:17:21.26,-26:20:33.91,9.786,8.192,0,,0,0,2016-12-19 12:00:00
203378289,16:12:41.24,-26:20:31.25,14.060,10.729,0,,0,0,2016-12-19 12:00:00
203378315,15:58:24.85,-26:20:30.86,11.899,10.284,0,,0,0,2016-12-19 12:00:00
203378869,16:23:57.24,-26:20:24.57,13.689,10.235,0,,0,0,2016-12-19 12:00:00
203379039,16:24:14.14,-26:20:22.42,14.988,11.486,0,,0,0,2016-12-19 12:00:00
203379251,16:14:56.25,-26:20:20.25,14.180,10.894,0,,0,0,2016-12-19 12:00:00
203379272,16:24:54.47,-26:20:20.02,11.973,10.495,0,,0,0,2016-12-19 12:00:00
203379597,16:10:50.11,-26:20:15.57,13.670,10.660,0,,0,0,2016-12-19 12:00:00
203379868,16:18:15.73,-26:20:12.22,13.837,10.650,0,,0,0,2016-12-19 12:00:00
203380706,15:58:15.03,-26:20:01.86,11.984,10.273,0,,0,0,2016-12-19 12:00:00
203381913,16:03:24.79,-26:19:47.06,10.881,8.668,0,,0,0,2016-12-19 12:00:00
203382255,16:14:42.66,-26:19:42.14,14.656,12.281,0,,0,0,2016-12-19 12:00:00
203382710,15:59:12.92,-26:19:36.74,12.139,10.656,0,,0,0,2016-12-19 12:00:00
203382745,15:56:35.48,-26:19:36.4,12.238,10.732,0,,0,0,2016-12-19 12:00:00
203383114,16:30:59.21,-26:19:32.1,12.234,10.612,0,,0,0,2016-12-19 12:00:00
203384656,16:12:04.9,-26:19:13.1,13.498,10.247,0,,0,0,2016-12-19 12:00:00
203384946,16:14:15.99,-26:19:09.34,13.092,9.828,0,,0,0,2016-12-19 12:00:00
203385048,16:18:16.19,-26:19:08.07,13.609,10.936,0,,0,0,2016-12-19 12:00:00
203385087,16:14:31.51,-26:19:07.61,11.295,7.960,0,,0,0,2016-12-19 12:00:00
203386139,16:27:09.51,-26:18:54.91,14.143,10.765,0,,0,0,2016-12-19 12:00:00
203386934,16:25:22.38,-26:18:45.79,12.415,10.648,0,,0,0,2016-12-19 12:00:00
203387026,16:11:28.48,-26:18:44.77,13.661,11.142,0,,0,0,2016-12-19 12:00:00
203387112,16:08:11.97,-26:18:43.37,12.334,,0,,0,0,2016-12-19 12:00:00
203387826,16:12:08.77,-26:18:34.97,11.566,8.389,0,,0,0,2016-12-19 12:00:00
203388065,16:07:51.97,-26:18:32.34,9.149,4.607,0,,0,0,2016-12-19 12:00:00
203388608,15:55:15.73,-26:18:25.82,15.053,11.584,0,,0,0,2016-12-19 12:00:00
203389171,16:23:49.16,-26:18:18.77,11.149,9.661,0,,0,0,2016-12-19 12:00:00
203389641,16:14:47.94,-26:18:13.36,14.390,11.312,0,,0,0,2016-12-19 12:00:00
203390179,16:23:00.63,-26:18:06.68,11.888,8.938,0,,0,0,2016-12-19 12:00:00
203390384,16:12:29.08,-26:18:03.99,14.360,11.002,0,,0,0,2016-12-19 12:00:00
203390805,16:27:14.36,-26:17:58.78,12.643,9.534,0,,0,0,2016-12-19 12:00:00
203390867,16:12:07.54,-26:17:58.04,12.115,8.828,0,,0,0,2016-12-19 12:00:00
203391576,16:10:22.66,-26:17:49.08,13.762,11.352,0,,0,0,2016-12-19 12:00:00
203392259,16:01:19.43,-26:17:40.72,12.483,11.211,0,,0,0,2016-12-19 12:00:00
203392853,16:12:05.13,-26:17:33.16,13.721,11.198,0,,0,0,2016-12-19 12:00:00
203392874,16:11:43.25,-26:17:32.87,12.340,9.223,0,,0,0,2016-12-19 12:00:00
203393246,16:10:29.02,-26:17:28.25,14.011,10.893,0,,0,0,2016-12-19 12:00:00
203393495,16:13:54.31,-26:17:25.29,8.799,7.486,0,,0,0,2016-12-19 12:00:00
203394211,16:23:21.87,-26:17:16.07,12.413,9.220,0,,0,0,2016-12-19 12:00:00
203394520,16:10:58.24,-26:17:12.44,13.970,10.862,0,,0,0,2016-12-19 12:00:00
203394980,16:12:53.09,-26:17:06.76,13.748,10.516,0,,0,0,2016-12-19 12:00:00
203394994,16:14:34.22,-26:17:06.51,14.147,10.749,0,,0,0,2016-12-19 12:00:00
203395845,16:26:46.43,-26:16:55.94,10.753,9.329,0,,0,0,2016-12-19 12:00:00
203395980,16:11:05.79,-26:16:54.33,12.896,9.991,0,,0,0,2016-12-19 12:00:00
203396304,16:22:13.97,-26:16:50.27,12.507,9.281,0,,0,0,2016-12-19 12:00:00
203396402,16:08:27.21,-26:16:49.12,14.810,11.684,0,,0,0,2016-12-19 12:00:00
203396608,15:58:59.23,-26:16:46.73,12.074,9.365,0,,0,0,2016-12-19 12:00:00
203396890,16:14:20.4,-26:16:43.15,13.455,9.964,0,,0,0,2016-12-19 12:00:00
203396930,16:17:01.74,-26:16:42.61,12.756,9.315,0,,0,0,2016-12-19 12:00:00
203397123,16:14:10.38,-26:16:40.43,14.203,10.916,0,,0,0,2016-12-19 12:00:00
203397360,16:12:26.89,-26:16:37.54,13.774,10.462,0,,0,0,2016-12-19 12:00:00
203397653,16:17:55.84,-26:16:34.22,14.579,11.331,0,,0,0,2016-12-19 12:00:00
203397735,15:55:06.23,-26:16:33.22,12.603,10.948,0,,0,0,2016-12-19 12:00:00
203397761,15:59:01.93,-26:16:32.95,14.338,11.263,0,,0,0,2016-12-19 12:00:00
203398633,16:26:59.74,-26:16:22.2,11.948,10.601,0,,0,0,2016-12-19 12:00:00
203398966,16:02:05.75,-26:16:17.9,12.618,10.963,0,,0,0,2016-12-19 12:00:00
203399141,16:10:58.92,-26:16:15.87,11.592,6.969,0,,0,0,2016-12-19 12:00:00
203399155,16:23:47.17,-26:16:15.76,8.878,7.972,0,,0,0,2016-12-19 12:00:00
203400836,16:15:20.9,-26:15:55.14,14.431,11.076,0,,0,0,2016-12-19 12:00:00
203401494,16:10:14.09,-26:15:46.95,12.276,10.304,0,,0,0,2016-12-19 12:00:00
203401582,16:05:04.25,-26:15:45.93,8.875,7.388,0,,0,0,2016-12-19 12:00:00
203402160,15:57:39.67,-26:15:38.68,14.600,11.333,0,,0,0,2016-12-19 12:00:00
203402385,15:56:22.42,-26:15:36.07,12.014,10.649,0,,0,0,2016-12-19 12:00:00
203402778,16:10:40.44,-26:15:30.92,13.659,10.746,0,,0,0,2016-12-19 12:00:00
203403111,16:14:59.75,-26:15:27.02,14.126,10.959,0,,0,0,2016-12-19 12:00:00
203404210,15:57:56.74,-26:15:13.4,11.975,10.262,0,,0,0,2016-12-19 12:00:00
203404259,15:56:28.17,-26:15:12.8,11.617,10.197,0,,0,0,2016-12-19 12:00:00
203404526,16:13:02.98,-26:15:09.49,14.285,11.076,0,,0,0,2016-12-19 12:00:00
203405240,16:13:23.19,-26:15:00.56,13.808,10.126,0,,0,0,2016-12-19 12:00:00
203405463,16:11:35.76,-26:14:57.62,14.401,11.270,0,,0,0,2016-12-19 12:00:00
203405812,16:15:08.36,-26:14:53.42,12.731,9.197,0,,0,0,2016-12-19 12:00:00
203406230,16:04:07.6,-26:14:48.23,8.942,,0,,0,0,2016-12-19 12:00:00
203406268,15:56:14.33,-26:14:47.8,11.767,10.146,0,,0,0,2016-12-19 12:00:00
203407633,15:55:30.88,-26:14:30.78,14.651,11.542,0,,0,0,2016-12-19 12:00:00
203407734,16:15:17.98,-26:14:29.64,13.723,10.936,0,,0,0,2016-12-19 12:00:00
203408753,16:14:37.08,-26:14:16.83,11.518,9.432,0,,0,0,2016-12-19 12:00:00
203409001,16:08:27.55,-26:14:13.66,11.866,10.618,0,,0,0,2016-12-19 12:00:00
203409548,16:10:43.67,-26:14:07.22,13.595,10.985,0,,0,0,2016-12-19 12:00:00
203409747,16:28:09.54,-26:14:04.68,14.377,12.030,0,,0,0,2016-12-19 12:00:00
203410665,16:25:38.49,-26:13:53.98,10.845,7.517,0,,0,0,2016-12-19 12:00:00
203411299,15:56:02.61,-26:13:46.03,15.615,12.427,0,,0,0,2016-12-19 12:00:00
203411418,16:22:10.1,-26:13:44.41,12.336,10.501,0,,0,0,2016-12-19 12:00:00
203411499,16:10:39.76,-26:13:43.43,14.192,11.337,0,,0,0,2016-12-19 12:00:00
203411511,16:13:47.02,-26:13:43.27,14.416,11.153,0,,0,0,2016-12-19 12:00:00
203412365,16:17:32.83,-26:13:32.75,14.964,11.927,0,,0,0,2016-12-19 12:00:00
203413199,16:08:28.83,-26:13:21.67,11.866,10.089,0,,0,0,2016-12-19 12:00:00
203413248,16:10:20.36,-26:13:20.97,13.256,11.101,0,,0,0,2016-12-19 12:00:00
203413286,16:04:18.22,-26:13:20.58,9.355,7.948,0,,0,0,2016-12-19 12:00:00
203413914,16:27:17.91,-26:13:12.9,12.178,10.321,0,,0,0,2016-12-19 12:00:00
203413979,16:10:15.14,-26:13:12,13.562,10.766,0,,0,0,2016-12-19 12:00:00
203414055,16:09:26.6,-26:13:11.09,15.367,12.002,0,,0,0,2016-12-19 12:00:00
203414193,16:26:58.9,-26:13:09.42,12.462,10.062,0,,0,0,2016-12-19 12:00:00
203414463,16:21:31.79,-26:13:06.15,15.062,12.104,0,,0,0,2016-12-19 12:00:00
203414491,16:16:30.24,-26:13:05.77,12.457,8.534,0,,0,0,2016-12-19 12:00:00
203415314,16:30:03.82,-26:12:55.38,11.054,8.228,0,,0,0,2016-12-19 12:00:00
203415516,15:57:53.94,-26:12:52.97,12.171,10.469,0,,0,0,2016-12-19 12:00:00
203415971,16:24:02.5,-26:12:47.39,16.871,14.477,0,,0,0,2016-12-19 12:00:00
203416174,15:56:06.31,-26:12:44.72,12.141,10.508,0,,0,0,2016-12-19 12:00:00
203416475,16:16:33.08,-26:12:40.76,15.439,11.823,0,,0,0,2016-12-19 12:00:00
203416773,16:13:48.48,-26:12:36.87,12.015,8.615,0,,0,0,2016-12-19 12:00:00
203417292,16:28:33.26,-26:12:30.14,12.465,10.774,0,,0,0,2016-12-19 12:00:00
203417323,16:25:16.99,-26:12:29.8,13.800,11.411,0,,0,0,2016-12-19 12:00:00
203417385,16:26:14.62,-26:12:29.04,15.649,12.117,0,,0,0,2016-12-19 12:00:00
203417549,16:21:34.71,-26:12:26.93,12.704,8.864,0,,0,0,2016-12-19 12:00:00
203418754,16:16:54.95,-26:12:12.52,14.851,11.292,0,,0,0,2016-12-19 12:00:00
203419108,15:57:17.6,-26:12:08.46,11.835,9.245,0,,0,0,2016-12-19 12:00:00
203419588,16:28:20.99,-26:12:02.46,11.123,9.694,0,,0,0,2016-12-19 12:00:00
203419681,16:20:38.65,-26:12:01.24,15.282,11.726,0,,0,0,2016-12-19 12:00:00
203419979,16:11:34.64,-26:11:57.79,12.436,10.246,0,,0,0,2016-12-19 12:00:00
203420191,16:28:52.01,-26:11:55.37,9.440,8.162,0,,0,0,2016-12-19 12:00:00
203420271,16:03:37.99,-26:11:54.43,15.167,12.174,0,,0,0,2016-12-19 12:00:00
203420322,16:08:18.72,-26:11:53.8,12.566,10.493,0,,0,0,2016-12-19 12:00:00
203420603,16:10:21.39,-26:11:50.54,10.372,7.766,0,,0,0,2016-12-19 12:00:00
203420798,16:31:01.07,-26:11:48.21,12.184,10.708,0,,0,0,2016-12-19 12:00:00
203421625,16:25:32.74,-26:11:38.61,14.344,10.969,0,,0,0,2016-12-19 12:00:00
203421651,16:17:03.01,-26:11:38.26,15.180,11.567,0,,0,0,2016-12-19 12:00:00
203422230,16:12:55.84,-26:11:31.14,12.890,9.452,0,,0,0,2016-12-19 12:00:00
203422687,16:14:23.44,-26:11:25.81,11.705,8.191,0,,0,0,2016-12-19 12:00:00
203423784,16:03:05.16,-26:11:13.26,12.963,10.359,0,,0,0,2016-12-19 12:00:00
203424507,16:15:44.14,-26:11:04.32,13.786,9.851,0,,0,0,2016-12-19 12:00:00
203424524,16:14:37.31,-26:11:04.16,10.239,8.449,0,,0,0,2016-12-19 12:00:00
203424781,16:13:37.84,-26:11:00.89,14.077,10.495,0,,0,0,2016-12-19 12:00:00
203424891,15:59:27.02,-26:10:59.67,12.026,8.747,0,,0,0,2016-12-19 12:00:00
203424947,16:11:27.43,-26:10:58.91,14.386,11.348,0,,0,0,2016-12-19 12:00:00
203425127,16:27:40.91,-26:10:56.78,14.054,10.511,0,,0,0,2016-12-19 12:00:00
203425852,16:02:36.81,-26:10:47.72,14.583,11.516,0,,0,0,2016-12-19 12:00:00
203425996,16:21:14.32,-26:10:46.18,14.840,11.021,0,,0,0,2016-12-19 12:00:00
203426865,16:13:27.32,-26:10:35.41,13.748,10.274,0,,0,0,2016-12-19 12:00:00
203427215,15:55:03.9,-26:10:31.15,15.255,11.879,0,,0,0,2016-12-19 12:00:00
203427337,16:03:56.18,-26:10:29.65,9.367,6.436,0,,0,0,2016-12-19 12:00:00
203427608,15:56:59.41,-26:10:26.25,12.028,10.592,0,,0,0,2016-12-19 12:00:00
203427887,15:56:54.68,-26:10:22.77,10.175,9.406,0,,0,0,2016-12-19 12:00:00
203428099,16:09:16.6,-26:10:20.11,11.663,9.848,0,,0,0,2016-12-19 12:00:00
203428140,16:10:33.01,-26:10:19.69,10.537,6.931,0,,0,0,2016-12-19 12:00:00
203428193,16:02:33.43,-26:10:19.11,12.400,10.368,0,,0,0,2016-12-19 12:00:00
203428248,16:14:57.03,-26:10:18.44,13.400,9.533,0,,0,0,2016-12-19 12:00:00
203428270,16:01:29.61,-26:10:18.3,11.426,9.780,0,,0,0,2016-12-19 12:00:00
203428317,16:15:36.44,-26:10:17.69,14.191,10.532,0,,0,0,2016-12-19 12:00:00
203428487,16:04:56.9,-26:10:15.6,11.925,10.206,0,,0,0,2016-12-19 12:00:00
203428572,15:58:58.15,-26:10:14.42,11.153,10.520,0,,0,0,2016-12-19 12:00:00
203428586,15:57:57.26,-26:10:14.26,11.844,10.293,0,,0,0,2016-12-19 12:00:00
203429083,15:57:03.51,-26:10:08.11,15.344,12.905,0,,0,0,2016-12-19 12:00:00
203429130,16:09:39.19,-26:10:07.55,14.093,11.221,0,,0,0,2016-12-19 12:00:00
203429318,15:57:50.37,-26:10:05.38,15.325,12.301,0,,0,0,2016-12-19 12:00:00
203429404,16:13:34.79,-26:10:04.45,13.907,10.475,0,,0,0,2016-12-19 12:00:00
203430030,16:13:39.37,-26:09:57.25,13.680,10.005,0,,0,0,2016-12-19 12:00:00
203430253,16:01:09.33,-26:09:54.87,11.073,9.982,0,,0,0,2016-12-19 12:00:00
203430290,16:25:10.69,-26:09:54.21,14.085,10.710,0,,0,0,2016-12-19 12:00:00
203430333,16:17:56.44,-26:09:53.65,15.102,12.565,0,,0,0,2016-12-19 12:00:00
203430404,16:01:49.34,-26:09:52.8,15.327,12.026,0,,0,0,2016-12-19 12:00:00
203430483,16:17:57.42,-26:09:52.01,14.281,11.029,0,,0,0,2016-12-19 12:00:00
203430881,15:58:51.61,-26:09:47.3,10.644,9.186,0,,0,0,2016-12-19 12:00:00
203431109,16:11:45.04,-26:09:44.69,13.800,10.206,0,,0,0,2016-12-19 12:00:00
203431229,16:11:11.02,-26:09:43.39,14.423,11.043,0,,0,0,2016-12-19 12:00:00
203431819,16:15:14.01,-26:09:35.8,12.631,8.281,0,,0,0,2016-12-19 12:00:00
203431995,16:25:35.71,-26:09:33.93,9.960,6.842,0,,0,0,2016-12-19 12:00:00
203432604,16:17:19.31,-26:09:26.76,14.418,11.869,0,,0,0,2016-12-19 12:00:00
203432848,16:13:19.21,-26:09:23.67,12.419,10.445,0,,0,0,2016-12-19 12:00:00
203432858,16:11:06.92,-26:09:23.58,10.769,8.428,0,,0,0,2016-12-19 12:00:00
