Rp_low, Rp_high, Rp_mid, Per_low, Per_hi, Per_mid, Occ
(REarth), (REarth), (REarth), (Days), (Days)(Days), per_M_dwarf
   2.857,    2.929,    2.893,   97.450,  109.856,  103.467,  3.829E-04
   2.929,    3.000,    2.964,   97.450,  109.856,  103.467,  3.109E-04
   3.000,    3.071,    3.036,   97.450,  109.856,  103.467,  2.529E-04
   3.071,    3.143,    3.107,   97.450,  109.856,  103.467,  1.994E-04
   3.143,    3.214,    3.179,   97.450,  109.856,  103.467,  1.795E-04
   3.214,    3.286,    3.250,   97.450,  109.856,  103.467,  1.247E-04
   3.286,    3.357,    3.321,   97.450,  109.856,  103.467,  1.074E-04
   3.357,    3.429,    3.393,   97.450,  109.856,  103.467,  1.041E-04
   3.429,    3.500,    3.464,   97.450,  109.856,  103.467,  9.697E-05
   3.500,    3.571,    3.536,   97.450,  109.856,  103.467,  6.979E-05
   3.571,    3.643,    3.607,   97.450,  109.856,  103.467,  8.735E-05
   3.643,    3.714,    3.679,   97.450,  109.856,  103.467,  1.040E-04
   3.714,    3.786,    3.750,   97.450,  109.856,  103.467,  1.025E-04
   3.786,    3.857,    3.821,   97.450,  109.856,  103.467,  1.188E-04
   3.857,    3.929,    3.893,   97.450,  109.856,  103.467,  1.394E-04
   3.929,    4.000,    3.964,   97.450,  109.856,  103.467,  1.611E-04
   0.500,    0.571,    0.536,  109.856,  123.841,  116.639,  0.000E+00
   0.571,    0.643,    0.607,  109.856,  123.841,  116.639,  0.000E+00
   0.643,    0.714,    0.679,  109.856,  123.841,  116.639,  0.000E+00
   0.714,    0.786,    0.750,  109.856,  123.841,  116.639,  0.000E+00
   0.786,    0.857,    0.821,  109.856,  123.841,  116.639,  0.000E+00
   0.857,    0.929,    0.893,  109.856,  123.841,  116.639,  0.000E+00
   0.929,    1.000,    0.964,  109.856,  123.841,  116.639,  1.233E-02
   1.000,    1.071,    1.036,  109.856,  123.841,  116.639,  1.069E-02
   1.071,    1.143,    1.107,  109.856,  123.841,  116.639,  8.546E-03
   1.143,    1.214,    1.179,  109.856,  123.841,  116.639,  6.393E-03
   1.214,    1.286,    1.250,  109.856,  123.841,  116.639,  4.778E-03
   1.286,    1.357,    1.321,  109.856,  123.841,  116.639,  3.946E-03
   1.357,    1.429,    1.393,  109.856,  123.841,  116.639,  3.243E-03
   1.429,    1.500,    1.464,  109.856,  123.841,  116.639,  3.082E-03
   1.500,    1.571,    1.536,  109.856,  123.841,  116.639,  3.187E-03
   1.571,    1.643,    1.607,  109.856,  123.841,  116.639,  3.224E-03
   1.643,    1.714,    1.679,  109.856,  123.841,  116.639,  3.372E-03
   1.714,    1.786,    1.750,  109.856,  123.841,  116.639,  3.201E-03
   1.786,    1.857,    1.821,  109.856,  123.841,  116.639,  3.159E-03
   1.857,    1.929,    1.893,  109.856,  123.841,  116.639,  3.088E-03
   1.929,    2.000,    1.964,  109.856,  123.841,  116.639,  2.903E-03
   2.000,    2.071,    2.036,  109.856,  123.841,  116.639,  2.633E-03
   2.071,    2.143,    2.107,  109.856,  123.841,  116.639,  2.442E-03
   2.143,    2.214,    2.179,  109.856,  123.841,  116.639,  2.035E-03
   2.214,    2.286,    2.250,  109.856,  123.841,  116.639,  1.775E-03
   2.286,    2.357,    2.321,  109.856,  123.841,  116.639,  1.525E-03
   2.357,    2.429,    2.393,  109.856,  123.841,  116.639,  1.239E-03
   2.429,    2.500,    2.464,  109.856,  123.841,  116.639,  9.949E-04
   2.500,    2.571,    2.536,  109.856,  123.841,  116.639,  8.129E-04
   2.571,    2.643,    2.607,  109.856,  123.841,  116.639,  6.549E-04
   2.643,    2.714,    2.679,  109.856,  123.841,  116.639,  4.923E-04
   2.714,    2.786,    2.750,  109.856,  123.841,  116.639,  4.215E-04
   2.786,    2.857,    2.821,  109.856,  123.841,  116.639,  3.501E-04
   2.857,    2.929,    2.893,  109.856,  123.841,  116.639,  2.516E-04
   2.929,    3.000,    2.964,  109.856,  123.841,  116.639,  1.889E-04
   3.000,    3.071,    3.036,  109.856,  123.841,  116.639,  1.526E-04
   3.071,    3.143,    3.107,  109.856,  123.841,  116.639,  1.252E-04
   3.143,    3.214,    3.179,  109.856,  123.841,  116.639,  9.043E-05
   3.214,    3.286,    3.250,  109.856,  123.841,  116.639,  7.390E-05
   3.286,    3.357,    3.321,  109.856,  123.841,  116.639,  6.490E-05
   3.357,    3.429,    3.393,  109.856,  123.841,  116.639,  7.176E-05
   3.429,    3.500,    3.464,  109.856,  123.841,  116.639,  6.468E-05
   3.500,    3.571,    3.536,  109.856,  123.841,  116.639,  6.737E-05
   3.571,    3.643,    3.607,  109.856,  123.841,  116.639,  8.058E-05
   3.643,    3.714,    3.679,  109.856,  123.841,  116.639,  8.215E-05
   3.714,    3.786,    3.750,  109.856,  123.841,  116.639,  9.622E-05
   3.786,    3.857,    3.821,  109.856,  123.841,  116.639,  1.090E-04
   3.857,    3.929,    3.893,  109.856,  123.841,  116.639,  1.285E-04
   3.929,    4.000,    3.964,  109.856,  123.841,  116.639,  1.412E-04
   0.500,    0.571,    0.536,  123.841,  139.607,  131.488,  0.000E+00
   0.571,    0.643,    0.607,  123.841,  139.607,  131.488,  0.000E+00
   0.643,    0.714,    0.679,  123.841,  139.607,  131.488,  0.000E+00
   0.714,    0.786,    0.750,  123.841,  139.607,  131.488,  0.000E+00
   0.786,    0.857,    0.821,  123.841,  139.607,  131.488,  0.000E+00
   0.857,    0.929,    0.893,  123.841,  139.607,  131.488,  0.000E+00
   0.929,    1.000,    0.964,  123.841,  139.607,  131.488,  1.493E-02
   1.000,    1.071,    1.036,  123.841,  139.607,  131.488,  1.149E-02
   1.071,    1.143,    1.107,  123.841,  139.607,  131.488,  9.190E-03
   1.143,    1.214,    1.179,  123.841,  139.607,  131.488,  6.351E-03
   1.214,    1.286,    1.250,  123.841,  139.607,  131.488,  4.876E-03
   1.286,    1.357,    1.321,  123.841,  139.607,  131.488,  4.376E-03
   1.357,    1.429,    1.393,  123.841,  139.607,  131.488,  4.250E-03
   1.429,    1.500,    1.464,  123.841,  139.607,  131.488,  4.356E-03
   1.500,    1.571,    1.536,  123.841,  139.607,  131.488,  4.362E-03
   1.571,    1.643,    1.607,  123.841,  139.607,  131.488,  4.316E-03
   1.643,    1.714,    1.679,  123.841,  139.607,  131.488,  4.227E-03
   1.714,    1.786,    1.750,  123.841,  139.607,  131.488,  3.866E-03
   1.786,    1.857,    1.821,  123.841,  139.607,  131.488,  3.465E-03
   1.857,    1.929,    1.893,  123.841,  139.607,  131.488,  3.114E-03
   1.929,    2.000,    1.964,  123.841,  139.607,  131.488,  2.820E-03
   2.000,    2.071,    2.036,  123.841,  139.607,  131.488,  2.495E-03
   2.071,    2.143,    2.107,  123.841,  139.607,  131.488,  2.158E-03
   2.143,    2.214,    2.179,  123.841,  139.607,  131.488,  1.874E-03
   2.214,    2.286,    2.250,  123.841,  139.607,  131.488,  1.550E-03
   2.286,    2.357,    2.321,  123.841,  139.607,  131.488,  1.366E-03
   2.357,    2.429,    2.393,  123.841,  139.607,  131.488,  1.017E-03
   2.429,    2.500,    2.464,  123.841,  139.607,  131.488,  8.694E-04
   2.500,    2.571,    2.536,  123.841,  139.607,  131.488,  7.075E-04
   2.571,    2.643,    2.607,  123.841,  139.607,  131.488,  5.339E-04
   2.643,    2.714,    2.679,  123.841,  139.607,  131.488,  4.337E-04
   2.714,    2.786,    2.750,  123.841,  139.607,  131.488,  3.115E-04
   2.786,    2.857,    2.821,  123.841,  139.607,  131.488,  2.486E-04
   2.857,    2.929,    2.893,  123.841,  139.607,  131.488,  1.728E-04
   2.929,    3.000,    2.964,  123.841,  139.607,  131.488,  1.218E-04
   3.000,    3.071,    3.036,  123.841,  139.607,  131.488,  1.129E-04
   3.071,    3.143,    3.107,  123.841,  139.607,  131.488,  7.178E-05
   3.143,    3.214,    3.179,  123.841,  139.607,  131.488,  5.344E-05
   3.214,    3.286,    3.250,  123.841,  139.607,  131.488,  3.386E-05
   3.286,    3.357,    3.321,  123.841,  139.607,  131.488,  3.076E-05
   3.357,    3.429,    3.393,  123.841,  139.607,  131.488,  2.225E-05
   3.429,    3.500,    3.464,  123.841,  139.607,  131.488,  1.542E-05
   3.500,    3.571,    3.536,  123.841,  139.607,  131.488,  1.535E-05
   3.571,    3.643,    3.607,  123.841,  139.607,  131.488,  7.565E-06
   3.643,    3.714,    3.679,  123.841,  139.607,  131.488,  9.748E-06
   3.714,    3.786,    3.750,  123.841,  139.607,  131.488,  8.448E-06
   3.786,    3.857,    3.821,  123.841,  139.607,  131.488,  4.935E-06
   3.857,    3.929,    3.893,  123.841,  139.607,  131.488,  5.185E-06
   3.929,    4.000,    3.964,  123.841,  139.607,  131.488,  7.060E-06
   0.500,    0.571,    0.536,  139.607,  157.379,  148.227,  0.000E+00
   0.571,    0.643,    0.607,  139.607,  157.379,  148.227,  0.000E+00
   0.643,    0.714,    0.679,  139.607,  157.379,  148.227,  0.000E+00
   0.714,    0.786,    0.750,  139.607,  157.379,  148.227,  0.000E+00
   0.786,    0.857,    0.821,  139.607,  157.379,  148.227,  0.000E+00
   0.857,    0.929,    0.893,  139.607,  157.379,  148.227,  0.000E+00
   0.929,    1.000,    0.964,  139.607,  157.379,  148.227,  1.349E-02
   1.000,    1.071,    1.036,  139.607,  157.379,  148.227,  1.294E-02
   1.071,    1.143,    1.107,  139.607,  157.379,  148.227,  9.320E-03
   1.143,    1.214,    1.179,  139.607,  157.379,  148.227,  6.527E-03
   1.214,    1.286,    1.250,  139.607,  157.379,  148.227,  4.964E-03
   1.286,    1.357,    1.321,  139.607,  157.379,  148.227,  4.758E-03
   1.357,    1.429,    1.393,  139.607,  157.379,  148.227,  4.513E-03
   1.429,    1.500,    1.464,  139.607,  157.379,  148.227,  4.753E-03
   1.500,    1.571,    1.536,  139.607,  157.379,  148.227,  4.774E-03
   1.571,    1.643,    1.607,  139.607,  157.379,  148.227,  4.552E-03
   1.643,    1.714,    1.679,  139.607,  157.379,  148.227,  4.089E-03
   1.714,    1.786,    1.750,  139.607,  157.379,  148.227,  3.821E-03
   1.786,    1.857,    1.821,  139.607,  157.379,  148.227,  3.314E-03
   1.857,    1.929,    1.893,  139.607,  157.379,  148.227,  2.968E-03
   1.929,    2.000,    1.964,  139.607,  157.379,  148.227,  2.533E-03
   2.000,    2.071,    2.036,  139.607,  157.379,  148.227,  2.186E-03
   2.071,    2.143,    2.107,  139.607,  157.379,  148.227,  1.896E-03
   2.143,    2.214,    2.179,  139.607,  157.379,  148.227,  1.554E-03
   2.214,    2.286,    2.250,  139.607,  157.379,  148.227,  1.396E-03
   2.286,    2.357,    2.321,  139.607,  157.379,  148.227,  1.086E-03
   2.357,    2.429,    2.393,  139.607,  157.379,  148.227,  9.783E-04
   2.429,    2.500,    2.464,  139.607,  157.379,  148.227,  7.865E-04
   2.500,    2.571,    2.536,  139.607,  157.379,  148.227,  6.368E-04
   2.571,    2.643,    2.607,  139.607,  157.379,  148.227,  5.178E-04
   2.643,    2.714,    2.679,  139.607,  157.379,  148.227,  3.528E-04
   2.714,    2.786,    2.750,  139.607,  157.379,  148.227,  2.980E-04
   2.786,    2.857,    2.821,  139.607,  157.379,  148.227,  2.003E-04
   2.857,    2.929,    2.893,  139.607,  157.379,  148.227,  1.460E-04
   2.929,    3.000,    2.964,  139.607,  157.379,  148.227,  1.202E-04
   3.000,    3.071,    3.036,  139.607,  157.379,  148.227,  8.850E-05
   3.071,    3.143,    3.107,  139.607,  157.379,  148.227,  6.115E-05
   3.143,    3.214,    3.179,  139.607,  157.379,  148.227,  4.685E-05
   3.214,    3.286,    3.250,  139.607,  157.379,  148.227,  2.299E-05
   3.286,    3.357,    3.321,  139.607,  157.379,  148.227,  1.910E-05
   3.357,    3.429,    3.393,  139.607,  157.379,  148.227,  1.723E-05
   3.429,    3.500,    3.464,  139.607,  157.379,  148.227,  1.198E-05
   3.500,    3.571,    3.536,  139.607,  157.379,  148.227,  3.650E-06
   3.571,    3.643,    3.607,  139.607,  157.379,  148.227,  2.219E-06
   3.643,    3.714,    3.679,  139.607,  157.379,  148.227,  2.501E-06
   3.714,    3.786,    3.750,  139.607,  157.379,  148.227,  1.860E-06
   3.786,    3.857,    3.821,  139.607,  157.379,  148.227,  2.503E-07
   3.857,    3.929,    3.893,  139.607,  157.379,  148.227,  1.837E-07
   3.929,    4.000,    3.964,  139.607,  157.379,  148.227,  1.659E-06
   0.500,    0.571,    0.536,  157.379,  177.414,  167.097,  0.000E+00
   0.571,    0.643,    0.607,  157.379,  177.414,  167.097,  0.000E+00
   0.643,    0.714,    0.679,  157.379,  177.414,  167.097,  0.000E+00
   0.714,    0.786,    0.750,  157.379,  177.414,  167.097,  0.000E+00
   0.786,    0.857,    0.821,  157.379,  177.414,  167.097,  0.000E+00
   0.857,    0.929,    0.893,  157.379,  177.414,  167.097,  0.000E+00
   0.929,    1.000,    0.964,  157.379,  177.414,  167.097,  0.000E+00
   1.000,    1.071,    1.036,  157.379,  177.414,  167.097,  1.073E-02
   1.071,    1.143,    1.107,  157.379,  177.414,  167.097,  7.813E-03
   1.143,    1.214,    1.179,  157.379,  177.414,  167.097,  5.420E-03
   1.214,    1.286,    1.250,  157.379,  177.414,  167.097,  4.290E-03
   1.286,    1.357,    1.321,  157.379,  177.414,  167.097,  3.653E-03
   1.357,    1.429,    1.393,  157.379,  177.414,  167.097,  3.734E-03
   1.429,    1.500,    1.464,  157.379,  177.414,  167.097,  3.629E-03
   1.500,    1.571,    1.536,  157.379,  177.414,  167.097,  3.694E-03
   1.571,    1.643,    1.607,  157.379,  177.414,  167.097,  3.405E-03
   1.643,    1.714,    1.679,  157.379,  177.414,  167.097,  3.080E-03
   1.714,    1.786,    1.750,  157.379,  177.414,  167.097,  2.835E-03
   1.786,    1.857,    1.821,  157.379,  177.414,  167.097,  2.401E-03
   1.857,    1.929,    1.893,  157.379,  177.414,  167.097,  2.168E-03
   1.929,    2.000,    1.964,  157.379,  177.414,  167.097,  1.820E-03
   2.000,    2.071,    2.036,  157.379,  177.414,  167.097,  1.549E-03
   2.071,    2.143,    2.107,  157.379,  177.414,  167.097,  1.393E-03
   2.143,    2.214,    2.179,  157.379,  177.414,  167.097,  1.085E-03
   2.214,    2.286,    2.250,  157.379,  177.414,  167.097,  1.030E-03
   2.286,    2.357,    2.321,  157.379,  177.414,  167.097,  8.671E-04
   2.357,    2.429,    2.393,  157.379,  177.414,  167.097,  6.640E-04
   2.429,    2.500,    2.464,  157.379,  177.414,  167.097,  5.499E-04
   2.500,    2.571,    2.536,  157.379,  177.414,  167.097,  4.131E-04
   2.571,    2.643,    2.607,  157.379,  177.414,  167.097,  3.845E-04
   2.643,    2.714,    2.679,  157.379,  177.414,  167.097,  2.650E-04
   2.714,    2.786,    2.750,  157.379,  177.414,  167.097,  2.226E-04
   2.786,    2.857,    2.821,  157.379,  177.414,  167.097,  1.576E-04
   2.857,    2.929,    2.893,  157.379,  177.414,  167.097,  1.171E-04
   2.929,    3.000,    2.964,  157.379,  177.414,  167.097,  8.342E-05
   3.000,    3.071,    3.036,  157.379,  177.414,  167.097,  7.639E-05
   3.071,    3.143,    3.107,  157.379,  177.414,  167.097,  3.606E-05
   3.143,    3.214,    3.179,  157.379,  177.414,  167.097,  4.290E-05
   3.214,    3.286,    3.250,  157.379,  177.414,  167.097,  2.783E-05
   3.286,    3.357,    3.321,  157.379,  177.414,  167.097,  1.483E-05
   3.357,    3.429,    3.393,  157.379,  177.414,  167.097,  9.549E-06
   3.429,    3.500,    3.464,  157.379,  177.414,  167.097,  5.712E-06
   3.500,    3.571,    3.536,  157.379,  177.414,  167.097,  3.952E-06
   3.571,    3.643,    3.607,  157.379,  177.414,  167.097,  5.661E-06
   3.643,    3.714,    3.679,  157.379,  177.414,  167.097,  1.881E-07
   3.714,    3.786,    3.750,  157.379,  177.414,  167.097,  1.930E-06
   3.786,    3.857,    3.821,  157.379,  177.414,  167.097,  1.406E-07
   3.857,    3.929,    3.893,  157.379,  177.414,  167.097,  3.543E-06
   3.929,    4.000,    3.964,  157.379,  177.414,  167.097,  1.899E-06
   0.500,    0.571,    0.536,  177.414,  200.000,  188.369,  0.000E+00
   0.571,    0.643,    0.607,  177.414,  200.000,  188.369,  0.000E+00
   0.643,    0.714,    0.679,  177.414,  200.000,  188.369,  0.000E+00
   0.714,    0.786,    0.750,  177.414,  200.000,  188.369,  0.000E+00
   0.786,    0.857,    0.821,  177.414,  200.000,  188.369,  0.000E+00
   0.857,    0.929,    0.893,  177.414,  200.000,  188.369,  0.000E+00
   0.929,    1.000,    0.964,  177.414,  200.000,  188.369,  0.000E+00
   1.000,    1.071,    1.036,  177.414,  200.000,  188.369,  6.923E-03
   1.071,    1.143,    1.107,  177.414,  200.000,  188.369,  5.243E-03
   1.143,    1.214,    1.179,  177.414,  200.000,  188.369,  3.815E-03
   1.214,    1.286,    1.250,  177.414,  200.000,  188.369,  2.816E-03
   1.286,    1.357,    1.321,  177.414,  200.000,  188.369,  2.640E-03
   1.357,    1.429,    1.393,  177.414,  200.000,  188.369,  2.479E-03
   1.429,    1.500,    1.464,  177.414,  200.000,  188.369,  2.449E-03
   1.500,    1.571,    1.536,  177.414,  200.000,  188.369,  2.285E-03
   1.571,    1.643,    1.607,  177.414,  200.000,  188.369,  2.286E-03
   1.643,    1.714,    1.679,  177.414,  200.000,  188.369,  1.946E-03
   1.714,    1.786,    1.750,  177.414,  200.000,  188.369,  1.714E-03
   1.786,    1.857,    1.821,  177.414,  200.000,  188.369,  1.454E-03
   1.857,    1.929,    1.893,  177.414,  200.000,  188.369,  1.261E-03
   1.929,    2.000,    1.964,  177.414,  200.000,  188.369,  1.042E-03
   2.000,    2.071,    2.036,  177.414,  200.000,  188.369,  8.604E-04
   2.071,    2.143,    2.107,  177.414,  200.000,  188.369,  8.044E-04
   2.143,    2.214,    2.179,  177.414,  200.000,  188.369,  6.480E-04
   2.214,    2.286,    2.250,  177.414,  200.000,  188.369,  6.303E-04
   2.286,    2.357,    2.321,  177.414,  200.000,  188.369,  4.994E-04
   2.357,    2.429,    2.393,  177.414,  200.000,  188.369,  3.542E-04
   2.429,    2.500,    2.464,  177.414,  200.000,  188.369,  2.830E-04
   2.500,    2.571,    2.536,  177.414,  200.000,  188.369,  2.566E-04
   2.571,    2.643,    2.607,  177.414,  200.000,  188.369,  2.254E-04
   2.643,    2.714,    2.679,  177.414,  200.000,  188.369,  1.583E-04
   2.714,    2.786,    2.750,  177.414,  200.000,  188.369,  8.815E-05
   2.786,    2.857,    2.821,  177.414,  200.000,  188.369,  1.010E-04
   2.857,    2.929,    2.893,  177.414,  200.000,  188.369,  8.743E-05
   2.929,    3.000,    2.964,  177.414,  200.000,  188.369,  5.939E-05
   3.000,    3.071,    3.036,  177.414,  200.000,  188.369,  3.456E-05
   3.071,    3.143,    3.107,  177.414,  200.000,  188.369,  1.326E-05
   3.143,    3.214,    3.179,  177.414,  200.000,  188.369,  1.648E-05
   3.214,    3.286,    3.250,  177.414,  200.000,  188.369,  1.606E-05
   3.286,    3.357,    3.321,  177.414,  200.000,  188.369,  1.368E-05
   3.357,    3.429,    3.393,  177.414,  200.000,  188.369,  8.128E-06
   3.429,    3.500,    3.464,  177.414,  200.000,  188.369,  4.160E-06
   3.500,    3.571,    3.536,  177.414,  200.000,  188.369,  2.291E-06
   3.571,    3.643,    3.607,  177.414,  200.000,  188.369,  4.096E-06
   3.643,    3.714,    3.679,  177.414,  200.000,  188.369,  2.559E-07
   3.714,    3.786,    3.750,  177.414,  200.000,  188.369,  1.530E-07
   3.786,    3.857,    3.821,  177.414,  200.000,  188.369,  2.013E-06
   3.857,    3.929,    3.893,  177.414,  200.000,  188.369,  6.363E-08
   3.929,    4.000,    3.964,  177.414,  200.000,  188.369,  3.819E-08
