# COLUMN period: Orbital period of the planet [days]
# COLUMN radius: Planet Radius [REarth]
#
,period,radius
0,14.1431609424,2.37132276816
1,37.7115095096,3.47944727347
2,9.20287132868,1.08039057149
3,500.612783076,3.32724655201
4,12.5602545108,1.49577107434
5,12.7069882905,0.994503919616
6,234.657086535,4.08031338534
7,19.9447377341,1.20058348771
8,58.014367997,2.33746534964
9,5.00486312705,2.84850374205
10,22.2941422313,2.75957078911
11,3.2179257514,1.2533557485
12,7.10473569104,1.42586635573
13,3.38626265371,1.62386795152
14,2.19488872014,1.09502495336
15,19.7476844446,11.5393715736
16,22.5607931454,1.17177977358
17,6.3823587962,1.91493829174
18,24.2350642992,1.63328996805
19,3.17235422735,1.50015857854
20,45.5855062968,13.7543341591
21,13.9029178973,0.611761468964
22,3.79018705316,1.14912543854
23,22.0947154978,2.70518172087
24,12.5943236313,2.93901024526
25,15.4512187811,2.90049713704
26,1.57384593236,3.00151981016
27,4.90992150446,3.12476676506
28,4.45849601718,1.53736828547
29,34.3997786135,1.68958550598
30,34.2332868528,1.11410082837
31,5.64404667373,3.33810661466
32,2.6892719329,1.19649462513
33,18.9717572151,8.13385540976
34,20.0107943052,1.33871702239
35,5.57106453603,0.500672505574
36,6.76133010517,1.82738312636
37,193.867916873,1.29495983118
38,10.0264727761,3.1750647633
39,4.48930641738,3.77824498937
40,17.428883636,3.18721461926
41,21.1520617646,0.808613775199
42,16.6968945827,2.52038593627
43,43.9935844009,1.17105937793
44,4.82055223023,0.595103580348
45,96.8412781875,4.13330917626
46,17.5246352362,1.28682690682
47,0.621167403916,1.30720616725
48,23.4623266613,3.31743562763
49,31.0169719869,1.77361697112
50,18.3143399575,1.32422125303
51,40.2929267086,1.53020233114
52,5.6367666211,1.3015830942
53,6.49340896918,3.10999704737
54,6.00109223689,1.63106131117
55,2.51090702443,1.34971726233
56,16.4186250615,0.676499401995
57,118.172702165,3.4440881872
58,5.72936198157,2.04103538365
59,3.19496899081,1.41347232729
60,7.71594089885,1.38452905189
61,184.666698714,1.22358576849
62,21.9856531509,10.2584504985
63,157.047108199,4.47544236541
64,22.3517089371,0.971280757027
65,98.7471933661,2.07698631357
66,29.8909918233,5.30645469466
67,1.56076486371,1.16940127988
68,46.6036821198,2.83936326962
69,6.79244395746,1.6377177844
70,42.7097812563,7.30259776885
71,40.6552643848,1.40787705315
72,30.8959785365,2.03479846975
73,1.81622990687,1.12722831291
74,45.7043533842,2.00142496984
75,1.94402946069,1.82620449465
76,28.0926660329,1.58838964786
77,3.59574024788,0.847125491081
78,17.8634491582,1.96590855434
79,15.3722507702,6.15351105311
80,9.80701952629,4.23533640746
81,3.01003631277,1.41286733207
82,4.4741443049,0.926927182002
83,47.650324498,2.11021845074
84,13.5005257846,0.791452868368
85,13.5246944424,0.945082330028
86,9.42275422563,1.37077821074
87,59.0223831963,1.09266782498
88,173.062459685,2.28627653808
89,2.69680314625,1.24460314167
90,6.41276896253,1.35015791471
91,3.4226668899,1.67094765568
92,9.5862281642,3.60181780182
93,23.1139401774,2.17885543358
94,46.3413385494,1.24275237645
95,39.9671741913,1.70880072763
96,201.221660669,3.65152957355
97,37.1355185559,1.67363183492
98,13.4869946992,1.45962580823
99,23.363273981,1.16637512448
100,2.63600763744,1.63299666385
101,32.8106501698,3.01285557898
102,8.28369243384,1.54371440135
103,3.41879217008,1.64952969335
104,6.47009653104,0.897072523188
105,27.7425381634,2.24616187175
106,14.4021426475,1.23877342995
107,7.44183294954,1.78092282047
108,3.24256639523,11.0475040421
109,8.73841384627,2.09189288353
110,27.4839481549,1.57032983672
111,29.4500544802,1.30450606528
112,3.49846882443,3.16377345418
113,44.9657845308,1.44414130834
114,36.3448100276,2.09895760881
115,21.712689811,2.31830701773
116,23.1594889325,2.43728117128
117,6.09067111674,1.07192168143
118,9.56333136557,1.76597593571
119,150.698972473,2.76288864898
120,9.03740586251,0.731859368548
121,2.98179207667,0.977942637526
122,10.2186885628,1.38981647481
123,14.7941334131,2.53060997156
124,50.7624621215,2.26614046464
125,4.6565460751,1.41433845804
126,15.3631651525,1.27585734446
127,2.65401177945,1.94114529715
128,5.74644047654,1.01788575066
129,5.425366277,1.56120654952
130,3.64046675204,0.934062422943
131,1.25881917223,1.22910052126
132,3.21525976974,1.40354565799
133,41.9047074238,1.3357730249
134,5.86915441842,0.825280778656
135,9.30035770231,1.31135530007
136,11.6298222566,1.97125791168
137,18.5632845744,1.70955402035
138,1.74045656573,1.03836736251
139,15.3315158698,2.90105332133
140,50.8012827426,1.34658145398
141,3.84154385399,0.666848737481
142,23.427739181,2.49887280914
143,4.79035222003,1.18343495261
144,7.20921226569,1.1827397722
145,7.77614849457,0.658087676576
146,14.4484429476,1.18376540736
147,2.66997123026,1.452573921
148,45.5441672577,3.23070400984
149,18.3776496311,2.61638160506
150,35.250012562,1.7283218383
151,13.3939389004,1.07621847219
152,10.888275964,2.14865530904
153,12.7101886091,1.38367775054
154,23.3720069555,3.54554251501
155,235.120897027,1.85952221446
156,26.6872257286,2.69756050004
157,2.42195418182,0.684647068108
158,31.4249655947,1.10628990893
159,21.7248510459,2.40333555545
160,29.8576844859,2.16204637022
161,0.797567988387,0.840470247323
162,3.788739336,1.65437356229
163,22.7593366443,2.16482568604
164,7.69745828054,0.734346870271
165,59.561327092,2.83294803895
166,21.4172824582,2.61733694393
167,7.40092644581,1.17669913225
168,0.974895503595,1.29559022235
169,4.91847052966,0.723817510119
170,5.07843687369,0.651460132613
171,2.85596360957,0.871911637266
172,42.8540375385,2.03756794803
