Rp_low,Rp_high,Rp_mid,Per_low,Per_hi,Per_mid,Occ
(REarth),(REarth),(REarth),(Day),(Day),(Day),(per star)
,,,,,,
0.5,0.55000000000000004,0.52500000000000002,0.5,0.59999999999999998,0.55000000000000004,6.3359699999999996e-06
0.55000000000000004,0.60500000000000009,0.57750000000000012,0.5,0.59999999999999998,0.55000000000000004,4.3255899999999999e-06
0.60500000000000009,0.6655000000000002,0.63525000000000009,0.5,0.59999999999999998,0.55000000000000004,1.6886000000000002e-06
0.6655000000000002,0.7320500000000002,0.69877500000000015,0.5,0.59999999999999998,0.55000000000000004,9.5785400000000002e-08
0.7320500000000002,0.80525500000000028,0.76865250000000018,0.5,0.59999999999999998,0.55000000000000004,1.0701600000000001e-06
0.80525500000000028,0.88578050000000041,0.8455177500000004,0.5,0.59999999999999998,0.55000000000000004,4.5212500000000001e-06
0.88578050000000041,0.9743585500000006,0.93006952500000051,0.5,0.59999999999999998,0.55000000000000004,5.0253300000000004e-06
0.9743585500000006,1.0717944050000008,1.0230764775000007,0.5,0.59999999999999998,0.55000000000000004,4.9813199999999998e-06
1.0717944050000008,1.1789738455000009,1.125384125250001,0.5,0.59999999999999998,0.55000000000000004,4.1980699999999993e-06
1.1789738455000009,1.2968712300500012,1.2379225377750012,0.5,0.59999999999999998,0.55000000000000004,5.9012199999999992e-06
1.2968712300500012,1.4265583530550012,1.3617147915525012,0.5,0.59999999999999998,0.55000000000000004,8.7230299999999997e-06
1.4265583530550012,1.5692141883605015,1.4978862707077514,0.5,0.59999999999999998,0.55000000000000004,1.04455e-05
1.5692141883605015,1.7261356071965519,1.6476748977785267,0.5,0.59999999999999998,0.55000000000000004,7.3635600000000007e-06
1.7261356071965519,1.8987491679162072,1.8124423875563795,0.5,0.59999999999999998,0.55000000000000004,2.7247300000000003e-06
1.8987491679162072,2.0886240847078281,1.9936866263120177,0.5,0.59999999999999998,0.55000000000000004,9.0510900000000006e-07
2.0886240847078281,2.297486493178611,2.1930552889432198,0.5,0.59999999999999998,0.55000000000000004,9.2801900000000005e-07
2.297486493178611,2.5272351424964725,2.4123608178375417,0.5,0.59999999999999998,0.55000000000000004,1.4625399999999998e-06
2.5272351424964725,2.7799586567461199,2.653596899621296,0.5,0.59999999999999998,0.55000000000000004,1.8359599999999998e-06
2.7799586567461199,3.0579545224207321,2.9189565895834262,0.5,0.59999999999999998,0.55000000000000004,0.0
3.0579545224207321,3.3637499746628055,3.2108522485417685,0.5,0.59999999999999998,0.55000000000000004,1.08818e-07
3.3637499746628055,3.7001249721290863,3.5319374733959457,0.5,0.59999999999999998,0.55000000000000004,0.0
3.7001249721290863,4.0701374693419954,3.8851312207355408,0.5,0.59999999999999998,0.55000000000000004,0.0
4.0701374693419954,4.4771512162761953,4.2736443428090958,0.5,0.59999999999999998,0.55000000000000004,0.0
4.4771512162761953,4.9248663379038149,4.7010087770900046,0.5,0.59999999999999998,0.55000000000000004,0.0
4.9248663379038149,5.4173529716941973,5.1711096547990056,0.5,0.59999999999999998,0.55000000000000004,0.0
5.4173529716941973,5.9590882688636171,5.6882206202789067,0.5,0.59999999999999998,0.55000000000000004,0.0
5.9590882688636171,6.5549970957499797,6.2570426823067979,0.5,0.59999999999999998,0.55000000000000004,0.0
6.5549970957499797,7.2104968053249783,6.882746950537479,0.5,0.59999999999999998,0.55000000000000004,0.0
7.2104968053249783,7.931546485857476,7.5710216455912267,0.5,0.59999999999999998,0.55000000000000004,0.0
7.931546485857476,8.7247011344432241,8.3281238101503501,0.5,0.59999999999999998,0.55000000000000004,0.0
8.7247011344432241,9.5971712478875482,9.160936191165387,0.5,0.59999999999999998,0.55000000000000004,0.0
9.5971712478875482,10.556888372676303,10.077029810281925,0.5,0.59999999999999998,0.55000000000000004,0.0
10.556888372676303,11.612577209943934,11.084732791310119,0.5,0.59999999999999998,0.55000000000000004,0.0
11.612577209943934,12.77383493093833,12.193206070441132,0.5,0.59999999999999998,0.55000000000000004,0.0
12.77383493093833,14.051218424032164,13.412526677485246,0.5,0.59999999999999998,0.55000000000000004,0.0
14.051218424032164,15.456340266435381,14.753779345233774,0.5,0.59999999999999998,0.55000000000000004,0.0
15.456340266435381,17.00197429307892,16.22915727975715,0.5,0.59999999999999998,0.55000000000000004,0.0
17.00197429307892,18.702171722386815,17.852073007732869,0.5,0.59999999999999998,0.55000000000000004,0.0
18.702171722386815,20.572388894625497,19.637280308506156,0.5,0.59999999999999998,0.55000000000000004,0.0
20.572388894625497,22.629627784088051,21.601008339356774,0.5,0.59999999999999998,0.55000000000000004,0.0
0.5,0.55000000000000004,0.52500000000000002,0.59999999999999998,0.71999999999999997,0.65999999999999992,1.89173e-06
0.55000000000000004,0.60500000000000009,0.57750000000000012,0.59999999999999998,0.71999999999999997,0.65999999999999992,3.5065300000000002e-06
0.60500000000000009,0.6655000000000002,0.63525000000000009,0.59999999999999998,0.71999999999999997,0.65999999999999992,4.8209199999999996e-06
0.6655000000000002,0.7320500000000002,0.69877500000000015,0.59999999999999998,0.71999999999999997,0.65999999999999992,3.8767199999999994e-06
0.7320500000000002,0.80525500000000028,0.76865250000000018,0.59999999999999998,0.71999999999999997,0.65999999999999992,3.2090900000000001e-06
0.80525500000000028,0.88578050000000041,0.8455177500000004,0.59999999999999998,0.71999999999999997,0.65999999999999992,4.1997699999999996e-06
0.88578050000000041,0.9743585500000006,0.93006952500000051,0.59999999999999998,0.71999999999999997,0.65999999999999992,5.8323900000000004e-06
